name,opening_date,opening_gross,opening_theaters,studio,theaters,total_gross,url
UHF,7/21/1989,"$2,251,831","1,295",Orion,"1,295","$6,157,157",/movies/?id=uhf.htm
Ulee's Gold,6/13/1997,"$89,563",7,MGM,350,"$9,161,691",/movies/?id=uleesgold.htm
The Ultimate Gift,3/9/2007,"$1,241,079",816,BPic,816,"$3,438,735",/movies/?id=ultimategift.htm
The Ultimate Life,9/6/2013,"$659,912",412,HTR,412,"$1,327,149",/movies/?id=ultimatelife.htm
Ultrasuede,1/20/2012,"$3,968",1,Trib.,1,"$11,539",/movies/?id=ultrasuede.htm
Ultraviolet,3/3/2006,"$9,064,880","2,558",SGem,"2,558","$18,535,812",/movies/?id=ultraviolet.htm
Umberto D (re-issue),2/15/2002,n/a,n/a,Rialto,1,"$71,816",/movies/?id=umbertod02.htm
The Umbrellas of Cherbourg (Re-issue),2/13/2004,"$14,760",1,Zeit.,1,"$28,030",/movies/?id=umbrellasofcherbourg04.htm
Umrao Jaan,11/3/2006,"$485,000",65,AdL.,65,"$485,000",/movies/?id=umraojaan.htm
Un air de famille,6/12/1998,n/a,n/a,Leis.,n/a,"$92,806",/movies/?id=airdefamille.htm
Un Coeur en Hiver,6/4/1993,n/a,n/a,Oct.,n/a,"$1,605,437",/movies/?id=uncoeurenhiver.htm
Un Flic (2013 re-release),4/19/2013,"$10,342",1,Rialto,1,"$48,040",/movies/?id=unflic.htm
Un Gallo con Muchos Huevos,9/4/2015,"$3,424,702",395,LGF,616,"$9,080,818",/movies/?id=ungalloconmuchoshuevos.htm
Un Padre No Tan Padre,1/27/2017,"$978,894",312,PNT,312,"$2,156,047",/movies/?id=padrenotanpadre.htm
Una,10/6/2017,n/a,n/a,EF,n/a,n/a,/movies/?id=una.htm
Una Noche,8/23/2013,"$17,194",3,IFC,6,"$100,887",/movies/?id=unanoche.htm
Unaccompanied Minors,12/8/2006,"$5,815,474","2,775",WB,"2,775","$16,655,224",/movies/?id=unaccompaniedminors.htm
The Unbearable Lightness of Being,2/5/1988,"$202,189",13,Orion,140,"$10,006,806",/movies/?id=unbearablelightnessofbeing.htm
The Unbelievers,11/29/2013,"$5,925",1,CM,1,"$14,400",/movies/?id=unbelievers.htm
The Unborn (1991),3/29/1991,"$179,080",55,Conc,67,"$1,159,578",/movies/?id=unborn.htm
The Unborn (2009),1/9/2009,"$19,810,585","2,357",Uni.,"2,359","$42,670,410",/movies/?id=unborn09.htm
Unborn in the USA,6/15/2007,"$1,035",1,FRun,1,"$1,475",/movies/?id=unbornintheusa.htm
Unbranded,9/25/2015,"$141,416",80,Grav.,80,"$410,185",/movies/?id=unbranded.htm
Unbreakable,11/22/2000,"$30,330,771","2,708",BV,"2,708","$95,011,339",/movies/?id=unbreakable.htm
Unbroken,12/25/2014,"$30,621,445","3,131",Uni.,"3,301","$115,637,895",/movies/?id=unbroken.htm
Uncertain,3/6/2017,n/a,n/a,LucD.,6,"$29,736",/movies/?id=uncertain17.htm
Uncertainty,11/13/2009,"$13,075",1,IFC,4,"$36,689",/movies/?id=uncertainty.htm
Uncharted,TBD,n/a,n/a,Sony,n/a,n/a,/movies/?id=uncharted.htm
Uncle Boonmee Who Can Recall His Past Lives,3/2/2011,"$23,540",3,Strand,6,"$184,292",/movies/?id=uncleboonmee.htm
Uncle Buck,8/18/1989,"$8,794,501","1,804",Uni.,"1,835","$66,758,538",/movies/?id=unclebuck.htm
Uncle Drew,6/29/2018,n/a,n/a,LG/S,n/a,n/a,/movies/?id=uncledrew.htm
Uncle Joe Shannon,12/15/1978,n/a,n/a,UA,n/a,"$494,797",/movies/?id=unclejoeshannon.htm
Uncle Nino,2/11/2005,"$165,000",189,Lnge.,189,"$165,000",/movies/?id=unclenino.htm
Uncommon Valor,12/16/1983,"$3,144,367",989,Par.,"1,076","$30,503,151",/movies/?id=uncommonvalor.htm
The Uncondemned,10/21/2016,"$4,353",1,Abr.,2,"$14,393",/movies/?id=uncondemned.htm
Unconditional,9/21/2012,"$525,192",312,VMP,312,"$1,005,800",/movies/?id=unconditional.htm
Unconditional Love,2/12/1999,"$73,001",102,Horn.,102,"$115,202",/movies/?id=unconditionallove.htm
Unconquered,10/10/1947,n/a,n/a,Par.,n/a,n/a,/movies/?id=unconquered.htm
Unconscious,12/29/2006,$807,1,Reg.,5,"$68,501",/movies/?id=unconscious.htm
Uncovered: The War on Iraq,8/20/2004,"$31,481",7,CLS,22,"$238,924",/movies/?id=uncovered.htm
Uncut,6/16/2006,$390,1,Strand,1,$762,/movies/?id=uncut.htm
Undead,7/1/2005,"$8,527",2,Lions,13,"$41,196",/movies/?id=undead.htm
The Undefeated,11/27/1969,n/a,n/a,Fox,n/a,n/a,/movies/?id=undefeated.htm
The Undefeated (2011),7/15/2011,"$65,132",10,ArcEnt,14,"$116,381",/movies/?id=undefeated11.htm
Undefeated (2012),2/17/2012,"$33,165",5,Wein.,21,"$562,218",/movies/?id=undefeated2012.htm
Under Fire,10/21/1983,"$1,837,768",816,Orion,816,"$5,696,391",/movies/?id=underfire.htm
Under My Skin,3/17/1950,n/a,n/a,Fox,n/a,n/a,/movies/?id=undermyskin.htm
Under Our Skin,6/19/2009,"$7,043",1,Shad.,6,"$98,548",/movies/?id=underourskin.htm
Under Siege,10/9/1992,"$15,760,003","2,042",WB,"2,248","$83,563,139",/movies/?id=undersiege.htm
Under Siege 2: Dark Territory,7/14/1995,"$12,624,402","2,150",WB,"2,150","$50,024,083",/movies/?id=undersiege2.htm
Under Suspicion,9/22/2000,"$109,863",19,Lions,19,"$260,562",/movies/?id=undersuspicion.htm
Under Suspicion (1992),2/28/1992,"$47,349",2,Col.,7,"$221,295",/movies/?id=undersuspicion92.htm
Under the Boardwalk,4/14/1989,"$73,406",65,NW,65,"$147,542",/movies/?id=undertheboardwalk.htm
Under the Boardwalk: The Monopoly Story,3/4/2011,"$5,054",1,Tost.,1,"$13,080",/movies/?id=underboardwalk.htm
Under the Cherry Moon,7/4/1986,"$3,150,924",976,WB,976,"$10,090,429",/movies/?id=underthecherrymoon.htm
Under the Domim Tree,5/10/1996,n/a,n/a,Strand,n/a,"$53,532",/movies/?id=underthedomimtree.htm
Under the Electric Sky,5/29/2014,n/a,n/a,Focus,25,"$207,584",/movies/?id=undertheelectricsky.htm
Under the Rainbow,7/31/1981,"$2,297,493",488,WB,n/a,"$18,826,490",/movies/?id=undertherainbow.htm
Under the Same Moon,3/19/2008,"$2,769,655",266,Wein.,454,"$12,590,147",/movies/?id=underthesamemoon.htm
Under the Sand,5/4/2001,"$32,657",2,Wins.,25,"$1,452,698",/movies/?id=underthesand.htm
Under the Sea 3D,2/13/2009,"$661,185",49,WB,108,"$35,916,045",/movies/?id=underthesea3d.htm
Under the Shadow,10/7/2016,"$13,565",14,VE,14,"$31,900",/movies/?id=undertheshadow.htm
Under the Skin,5/22/1998,n/a,n/a,Arro.,n/a,"$140,254",/movies/?id=undertheskin.htm
Under the Skin (2014),4/4/2014,"$133,154",4,A24,176,"$2,614,251",/movies/?id=undertheskin2014.htm
Under the Skin of the City,3/14/2003,"$7,412",2,Magn.,3,"$30,666",/movies/?id=undertheskinofthecity.htm
Under the Sun,8/3/2001,"$6,875",1,Shad.,10,"$316,020",/movies/?id=underthesun.htm
Under the Sun (2016),7/6/2016,"$15,454",2,Icar.,6,"$105,036",/movies/?id=underthesun2016.htm
Under the Sun of Satan,1/20/1989,"$6,987",1,Aliv,2,"$68,765",/movies/?id=underthesunofsatan.htm
Under the Tuscan Sun,9/26/2003,"$9,751,425","1,226",BV,"1,701","$43,610,723",/movies/?id=underthetuscansun.htm
Under the Volcano,6/15/1984,"$31,000",1,Uni.,1,"$2,556,800",/movies/?id=underthevolcano.htm
Underclassman,9/2/2005,"$2,525,364","1,132",Mira.,"1,132","$5,655,459",/movies/?id=underclassman.htm
Undercover Blues,9/10/1993,"$4,379,488","1,596",MGM,"1,598","$12,324,660",/movies/?id=undercoverblues.htm
Undercover Brother,5/31/2002,"$12,037,685","2,167",Uni.,"2,169","$39,089,928",/movies/?id=undercoverbrother.htm
Undercover Grandpa,7/7/2017,n/a,n/a,VE,n/a,n/a,/movies/?id=undercovergrandpa.htm
Undercurrent,11/28/1946,n/a,n/a,MGM,n/a,n/a,/movies/?id=undercurrent.htm
Underdog,8/3/2007,"$11,585,121","3,013",BV,"3,013","$43,760,605",/movies/?id=underdog.htm
Underdogs,8/16/2013,"$18,722",4,Free,4,"$35,271",/movies/?id=underdogs.htm
Underdogs (2015),TBD,n/a,n/a,Wein.,n/a,n/a,/movies/?id=underdogs14.htm
Underground,6/20/1997,n/a,n/a,NYer,n/a,"$171,082",/movies/?id=underground.htm
Underground Comedy Movie,5/14/1999,$856,1,Pha.,1,$856,/movies/?id=undergroundcomedymovie.htm
The Underground Orchestra,4/2/1999,"$4,315",1,First,1,"$4,315",/movies/?id=undergroundorchestra.htm
The Underneath,4/28/1995,"$141,345",21,Gram.,21,"$536,023",/movies/?id=underneath.htm
The Understudy,3/16/2012,n/a,n/a,Indic.,2,"$17,036",/movies/?id=understudy.htm
Undertaking Betty,N/A,n/a,n/a,Mira.,n/a,n/a,/movies/?id=undertakingbetty.htm
Undertow,10/22/2004,"$24,354",6,UA,30,"$143,597",/movies/?id=undertow.htm
Undertow (2010),9/17/2010,"$6,749",1,TFC,3,"$108,620",/movies/?id=undertow2010.htm
Underworld,9/19/2003,"$21,753,759","2,915",SGem,"2,928","$51,970,690",/movies/?id=underworld.htm
Underworld Awakening,1/20/2012,"$25,306,725","3,078",SGem,"3,078","$62,321,039",/movies/?id=underworld4.htm
Underworld: Blood Wars,1/6/2017,"$13,688,751","3,070",SGem,"3,070","$30,353,973",/movies/?id=underworld5.htm
Underworld: Evolution,1/20/2006,"$26,857,181","3,207",SGem,"3,207","$62,318,875",/movies/?id=underworld2.htm
Underworld: Rise of the Lycans,1/23/2009,"$20,828,511","2,942",SGem,"2,942","$45,802,315",/movies/?id=underworld3.htm
Undiscovered,8/26/2005,"$676,048","1,304",Lions,"1,304","$1,069,318",/movies/?id=undiscovered.htm
Undisputed,8/23/2002,"$4,548,750","1,102",Mira.,"1,117","$12,764,657",/movies/?id=undisputed.htm
Undoing,1/4/2008,"$16,065",3,Indic.,3,"$44,999",/movies/?id=undoing.htm
Undrafted,7/15/2016,"$3,829",20,INDEP,20,"$5,777",/movies/?id=undrafted.htm
Unexpected,7/24/2015,n/a,n/a,TFA,32,"$23,986",/movies/?id=unexpected.htm
Unfaithful,5/8/2002,"$14,065,277","2,617",Fox,"2,625","$52,775,765",/movies/?id=unfaithful.htm
Unfaithfully Yours (1948),11/5/1948,n/a,n/a,Fox,n/a,n/a,/movies/?id=unfaithfullyyours48.htm
Unfaithfully Yours (1984),2/10/1984,"$3,774,126",820,Fox,831,"$19,928,200",/movies/?id=unfaithfullyyours.htm
Unfinished Business,3/6/2015,"$4,772,613","2,777",Fox,"2,777","$10,219,501",/movies/?id=vaughn14.htm
An Unfinished Life,9/9/2005,"$1,008,308",139,Mira.,888,"$8,586,392",/movies/?id=unfinishedlife.htm
Unfinished Song,6/21/2013,"$25,728",2,Wein.,91,"$1,702,668",/movies/?id=unfinishedsong.htm
The Unforeseen,2/29/2008,"$2,496",1,CGld,3,"$90,287",/movies/?id=unforeseen.htm
Unforgettable,2/23/1996,"$1,442,215","1,573",MGM,"1,573","$2,821,671",/movies/?id=unforgettable.htm
Unforgettable (2017),4/21/2017,"$4,785,431","2,417",WB,"2,417","$11,368,012",/movies/?id=unforgettable2016.htm
Unforgivable,6/29/2012,"$27,857",5,Strand,6,"$154,189",/movies/?id=unforgiveable.htm
Unforgiven,8/7/1992,"$15,018,007","2,071",WB,"2,087","$101,157,447",/movies/?id=unforgiven.htm
Unfreedom,5/29/2015,n/a,n/a,DFL,8,"$3,778",/movies/?id=unfreedom.htm
Unfriended,4/17/2015,"$15,845,115","2,739",Uni.,"2,775","$32,482,090",/movies/?id=cybernatural.htm
The Unholy,4/22/1988,"$2,353,452","1,189",Vest,"1,189","$6,337,299",/movies/?id=unholy.htm
Unhook the Stars,11/1/1996,"$33,258",3,Mira.,20,"$272,542",/movies/?id=unhookthestars.htm
Unidentified,4/28/2006,"$15,915",6,5&2,24,"$224,099",/movies/?id=unidentified.htm
The Uninvited,1/30/2009,"$10,325,824","2,344",P/DW,"2,344","$28,596,818",/movies/?id=uninvited.htm
Uninvited Guest,9/22/2000,"$100,835",35,PMR,35,"$170,832",/movies/?id=uninvitedguest.htm
Union Square,7/13/2012,"$14,406",4,Da.,4,"$44,830",/movies/?id=unionsquare.htm
United 93,4/28/2006,"$11,478,360","1,795",Uni.,"1,871","$31,483,450",/movies/?id=united93.htm
A United Kingdom,2/10/2017,"$66,510",4,FoxS,317,"$3,902,185",/movies/?id=aunitedkingdom.htm
United Passions,6/5/2015,$607,10,Scre.,10,$607,/movies/?id=unitedpassions.htm
United Red Army,5/27/2011,"$1,161",1,Lorb.,1,"$2,659",/movies/?id=unitedredarmy.htm
The United States of Autism,4/5/2013,"$3,413",1,JM,12,"$100,403",/movies/?id=usautism.htm
The United States of Leland,4/2/2004,"$48,384",14,ParC,90,"$343,847",/movies/?id=unitedstatesofleland.htm
Universal Soldier,7/10/1992,"$10,057,084","1,916",TriS,"1,925","$36,299,898",/movies/?id=universalsoldier.htm
Universal Soldier: Day of Reckoning,11/30/2012,"$3,181",3,Magn.,3,"$5,460",/movies/?id=universalsoldier2012.htm
Universal Soldier: The Return,8/20/1999,"$4,605,167","1,639",Sony,"1,639","$10,667,893",/movies/?id=universalsoldierthereturn.htm
The Universe of Keith Haring,10/24/2008,n/a,n/a,Arth.,n/a,n/a,/movies/?id=universeofkeithharing.htm
Unknown,2/18/2011,"$21,856,389","3,043",WB,"3,043","$63,686,397",/movies/?id=unknownwhitemale11.htm
Unknown (2006),11/3/2006,"$3,746",2,IFC,6,"$26,403",/movies/?id=unknown.htm
The Unknown Girl,9/8/2017,"$13,477",2,IFC,29,"$123,017",/movies/?id=theunknowngirl.htm
The Unknown Known,4/4/2014,"$64,315",18,RTWC,80,"$276,497",/movies/?id=unknownknown.htm
Unknown Pleasures,3/26/2003,"$3,628",1,NYer,1,"$12,184",/movies/?id=unknownpleasures.htm
The Unknown Soldier,9/7/2007,"$3,545",1,FRun,1,"$9,602",/movies/?id=unknownsoldier.htm
Unknown White Male,2/24/2006,"$24,591",4,Wells,11,"$126,836",/movies/?id=unknownwhitemale.htm
The Unknown Woman,5/30/2008,"$5,701",1,Outs,2,"$152,114",/movies/?id=unknownwoman.htm
The Unknowns,5/30/2016,n/a,n/a,Gathr,21,"$51,035",/movies/?id=theunknowns.htm
Unlawful Entry,6/26/1992,"$10,067,609","1,511",Fox,"1,530","$57,138,719",/movies/?id=unlawfulentry.htm
Unleashed,5/13/2005,"$10,900,901","1,957",Rog.,"1,962","$24,537,621",/movies/?id=unleashed.htm
Unlocked,9/1/2017,n/a,n/a,LGP,n/a,n/a,/movies/?id=unlocked.htm
Unlocking the Cage,5/25/2016,"$3,708",1,FRun,3,"$27,284",/movies/?id=unlockingthecage.htm
An Unmarried Woman,3/5/1978,n/a,n/a,Fox,n/a,n/a,/movies/?id=unmarriedwoman.htm
Unmistaken Child,6/3/2009,"$6,293",1,Osci.,6,"$306,140",/movies/?id=unmistakenchild.htm
Unnatural and Accidental,12/1/2006,"$3,348",2,All.,2,"$5,420",/movies/?id=unnaturalandaccidental.htm
Unraveled,4/13/2012,"$9,006",2,GD,2,"$14,615",/movies/?id=unraveled.htm
An Unreasonable Man,1/31/2007,"$9,813",1,IFC,11,"$176,647",/movies/?id=unreasonableman.htm
Unrelated,6/27/2014,n/a,n/a,KL,1,"$4,529",/movies/?id=unrelated.htm
Unrest,9/22/2017,"$10,607",1,INDEP,6,"$24,851",/movies/?id=unrest.htm
The Unspoken,10/28/2016,n/a,n/a,Pala.,n/a,n/a,/movies/?id=theunspoken.htm
Unstoppable,11/12/2010,"$22,688,457","3,207",Fox,"3,261","$81,562,942",/movies/?id=unstoppable.htm
Unstrung Heroes,9/15/1995,"$185,183",10,BV,576,"$7,929,434",/movies/?id=unstrungheroes.htm
Unsullied,4/22/2016,"$179,112",102,Indic.,102,"$510,957",/movies/?id=unsullied.htm
The Untamed,7/21/2017,"$2,718",1,Strand,8,"$26,750",/movies/?id=theuntamed.htm
Untamed Heart,2/12/1993,"$4,125,556","1,123",MGM,"1,123","$18,898,806",/movies/?id=untamedheart.htm
Until Forever,2/12/2016,"$12,445",5,Linn,8,"$35,839*",/movies/?id=untilforever.htm
Until Forever (Por Siempre),11/17/2016,"$26,687",12,CZ,12,"$105,358*",/movies/?id=untilforeverporsiempre.htm
Until September,9/21/1984,"$1,983,321","1,114",MGM,"1,114","$4,239,154",/movies/?id=untilseptember.htm
Until the End of the World,12/27/1991,"$38,553",4,WB,22,"$829,625",/movies/?id=untiltheendoftheworld.htm
Until the Light Takes Us,12/4/2009,"$7,246",1,Vari.,3,"$130,441",/movies/?id=untilthelighttakesus.htm
Untitled Avengers,5/3/2019,n/a,n/a,BV,n/a,n/a,/movies/?id=marvel2019.htm
Untitled Blumhouse Horror Project (2019),10/18/2019,n/a,n/a,Uni.,n/a,n/a,/movies/?id=blumhouse2019.htm
Untitled Blumhouse Horror Project II (2018),TBD,n/a,n/a,Uni.,n/a,n/a,/movies/?id=blumhousehorror2018b.htm
Untitled Blumhouse Productions Project (2019),9/6/2019,n/a,n/a,Uni.,n/a,n/a,/movies/?id=untitledblumhouse2019.htm
Untitled Christopher Robin Project,8/3/2018,n/a,n/a,BV,n/a,n/a,/movies/?id=disneyfairytale2017.htm
Untitled DC Film (2019),11/1/2019,n/a,n/a,WB,n/a,n/a,/movies/?id=untitleddcfilm2019.htm
Untitled DC Film (2020),7/24/2020,n/a,n/a,WB,n/a,n/a,/movies/?id=dcfilm0620.htm
Untitled DC Film (April 2019),4/5/2019,n/a,n/a,WB,n/a,n/a,/movies/?id=dcfilm4219.htm
Untitled DC Film (April 2020),4/3/2020,n/a,n/a,WB,n/a,n/a,/movies/?id=dcfilm0420.htm
Untitled DC Film (Feb 2020),2/14/2020,n/a,n/a,WB,n/a,n/a,/movies/?id=untitleddcfilmfeb2020.htm
Untitled DC Film (July 2017),7/27/2018,n/a,n/a,WB,n/a,n/a,/movies/?id=dcfilm0718.htm
Untitled DC Film (June 2019),6/14/2019,n/a,n/a,WB,n/a,n/a,/movies/?id=dcfilm0619.htm
Untitled DC Film (June 2020),6/5/2020,n/a,n/a,WB,n/a,n/a,/movies/?id=dcfilmjune2020.htm
Untitled Disney Animation (Nov 2021),11/24/2021,n/a,n/a,BV,n/a,n/a,/movies/?id=disneyanimation2020.htm
Untitled Disney Live Action (2020),4/3/2020,n/a,n/a,BV,n/a,n/a,/movies/?id=untdisneyliveaction2020.htm
Untitled Disney Live Action (2021),3/12/2021,n/a,n/a,BV,n/a,n/a,/movies/?id=untitleddisneyliveactio2021.htm
Untitled Disneytoon Movie (2019),4/12/2019,n/a,n/a,BV,n/a,n/a,/movies/?id=disneytoon2019.htm
Untitled Doctor Dolittle Project,4/12/2019,n/a,n/a,Uni.,n/a,n/a,/movies/?id=doctordolittle19.htm
Untitled Entebbe Project,3/16/2018,n/a,n/a,Focus,n/a,n/a,/movies/?id=untitledentebbeproject.htm
Untitled Entertainment Studios (2018),6/15/2018,n/a,n/a,ENTMP,n/a,n/a,/movies/?id=untesmp2018a.htm
Untitled Entertainment Studios (2019),6/28/2019,n/a,n/a,ENTMP,n/a,n/a,/movies/?id=untesmp2019a.htm
Untitled Fantastic Beasts Sequel,11/16/2018,n/a,n/a,WB,n/a,n/a,/movies/?id=wbevent2018.htm
Untitled Fox / Lightstorm Film,12/21/2018,n/a,n/a,Fox,n/a,n/a,/movies/?id=foxlightstorm.htm
Untitled Fox / Marvel Film (2017),TBD,n/a,n/a,Fox,n/a,n/a,/movies/?id=foxmarvel2017.htm
Untitled Fox / Marvel Film (2019),2/14/2019,n/a,n/a,Fox,n/a,n/a,/movies/?id=foxmarvel19a.htm
Untitled Fox/DWA/Blue Sky (December 2017),TBD,n/a,n/a,Fox,n/a,n/a,/movies/?id=foxanimation1217.htm
Untitled Fox/DWA/Blue Sky (December 2018),TBD,n/a,n/a,Fox,n/a,n/a,/movies/?id=foxanimation1218.htm
Untitled Fox/DWA/Blue Sky (July 2018),7/20/2018,n/a,n/a,Fox,n/a,n/a,/movies/?id=foxanimation718.htm
Untitled Fox/DWA/Blue Sky (June 2018),6/29/2018,n/a,n/a,Fox,n/a,n/a,/movies/?id=foxanimation618.htm
Untitled Fox/DWA/Blue Sky (March 2017),TBD,n/a,n/a,N/A,n/a,n/a,/movies/?id=foxanimation317.htm
Untitled Fox/DWA/Blue Sky (March 2018),3/23/2018,n/a,n/a,Fox,n/a,n/a,/movies/?id=foxanimation318.htm
Untitled Fox/DWA/Blue Sky (November 2017),TBD,n/a,n/a,N/A,n/a,n/a,/movies/?id=foxanimation1117.htm
Untitled Fox/DWA/Blue Sky (November 2018),TBD,n/a,n/a,N/A,n/a,n/a,/movies/?id=foxanimation1118.htm
Untitled Fox/Marvel Film (2021),3/5/2021,n/a,n/a,Fox,n/a,n/a,/movies/?id=untfoxmarvelfilm2021.htm
Untitled Fox/Marvel Film I (2019),6/7/2019,n/a,n/a,Fox,n/a,n/a,/movies/?id=untitledfoxmarveli2019.htm
Untitled Fox/Marvel Film I (2020),3/13/2020,n/a,n/a,Fox,n/a,n/a,/movies/?id=untfoxmarvelfilmi2020.htm
Untitled Fox/Marvel Film II (2019),11/22/2019,n/a,n/a,Fox,n/a,n/a,/movies/?id=untitledfoxmarvelfilmii2019.htm
Untitled Fox/Marvel Film II (2020),6/26/2020,n/a,n/a,Fox,n/a,n/a,/movies/?id=untfoxmarvelfilmii2020.htm
Untitled Fox/Marvel Film III (2020),10/2/2020,n/a,n/a,Fox,n/a,n/a,/movies/?id=untifoxmarvelfilmiii2020.htm
Untitled Han Solo Star Wars Anthology Film,5/25/2018,n/a,n/a,BV,n/a,n/a,/movies/?id=untitledhansolostarwarsanthologyfilm.htm
Untitled Henry Selick Film,TBD,n/a,n/a,N/A,n/a,n/a,/movies/?id=selick13.htm
Untitled Illumination Animated Film #1 (2022),7/1/2022,n/a,n/a,Uni.,n/a,n/a,/movies/?id=untitledillumin2022a.htm
Untitled Illumination Animated Film #2 (2022),12/21/2022,n/a,n/a,Uni.,n/a,n/a,/movies/?id=untitledillumin2022b.htm
Untitled Illumination Animated Film (2021),7/2/2021,n/a,n/a,Uni.,n/a,n/a,/movies/?id=illumination2019.htm
Untitled Illumination Animated Film (2023),6/30/2023,n/a,n/a,Uni.,n/a,n/a,/movies/?id=untitledillumin2023.htm
Untitled Indiana Jones (2019),7/10/2020,n/a,n/a,BV,n/a,n/a,/movies/?id=untitledindianajones2019.htm
Untitled Jordan Peele Project,3/15/2019,n/a,n/a,Uni.,n/a,n/a,/movies/?id=untitledjordanpeele.htm
Untitled Kevin Lima Bollywood Musical,TBD,n/a,n/a,Fox,n/a,n/a,/movies/?id=mumbaimusical.htm
Untitled LAIKA Production (2018),5/18/2018,n/a,n/a,Focus,n/a,n/a,/movies/?id=laika2018.htm
Untitled Lionsgate Horror Film,TBD,n/a,n/a,LGF,n/a,n/a,/movies/?id=untitledlionsgatehorrorfilm.htm
Untitled Mann/Apatow Comedy,N/A,n/a,n/a,Par.,n/a,n/a,/movies/?id=mannapatow.htm
Untitled Marvel Movie (July 2020),8/7/2020,n/a,n/a,BV,n/a,n/a,/movies/?id=marveljuly2020.htm
Untitled Marvel Movie (May 2020),5/1/2020,n/a,n/a,BV,n/a,n/a,/movies/?id=marvelmay2020.htm
Untitled Marvel Movie (November 2020),11/6/2020,n/a,n/a,BV,n/a,n/a,/movies/?id=marvelnovember2020.htm
Untitled Movie,TBD,n/a,n/a,N/A,n/a,n/a,/movies/?id=untitledwbcomedy.htm
Untitled Movie (TBA),TBD,n/a,n/a,W/Dim.,n/a,n/a,/movies/?id=passengers2015.htm
Untitled Movie II,TBD,n/a,n/a,N/A,n/a,n/a,/movies/?id=ph2100.htm
Untitled New Line Horror Film,9/7/2018,n/a,n/a,WB (NL),n/a,n/a,/movies/?id=untitlednewline.htm
Untitled Next Purge Chapter,7/4/2018,n/a,n/a,Uni.,n/a,n/a,/movies/?id=purge4.htm
Untitled Paramount Event Film,11/2/2018,n/a,n/a,Par.,n/a,n/a,/movies/?id=untitledpareventfilm.htm
Untitled Paramount Event Horror Film in IMAX,TBD,n/a,n/a,Par.,n/a,n/a,/movies/?id=paramountimax.htm
Untitled Paramount/Nickelodeon Animation,TBD,n/a,n/a,Par.,n/a,n/a,/movies/?id=nickelodeonanimation19.htm
Untitled Paramount/Nickelodeon Hybrid,7/31/2020,n/a,n/a,Par.,n/a,n/a,/movies/?id=nickelodeon20.htm
Untitled Paul Thomas Anderson Project (2017),12/25/2017,n/a,n/a,Focus,n/a,n/a,/movies/?id=paulthomasanderson2017.htm
Untitled Pixar Animation (3D),6/18/2021,n/a,n/a,BV,n/a,n/a,/movies/?id=pixar2021.htm
Untitled Pixar Animation (June 2020),6/19/2020,n/a,n/a,BV,n/a,n/a,/movies/?id=pixar2016.htm
Untitled Pixar Animation (March 2020),3/13/2020,n/a,n/a,BV,n/a,n/a,/movies/?id=pixar2018.htm
Untitled Robert Zemeckis Project,11/21/2018,n/a,n/a,Uni.,n/a,n/a,/movies/?id=untitledrobertzemeckisproject.htm
Untitled SPA Animated Franchise,7/24/2020,n/a,n/a,Sony,n/a,n/a,/movies/?id=untitledspa2020.htm
Untitled Summer Camp Movie (formerly The Greatest Escape),N/A,n/a,n/a,Sony,n/a,n/a,/movies/?id=greatestescape.htm
Untitled Terminator Project,7/26/2019,n/a,n/a,Par.,n/a,n/a,/movies/?id=terminator2019.htm
Untitled Universal Event Film (2019),8/16/2019,n/a,n/a,Uni.,n/a,n/a,/movies/?id=untitleduniversal2019.htm
Untitled Universal Event Film (2020),4/17/2020,n/a,n/a,Uni.,n/a,n/a,/movies/?id=untitleduniversal2020.htm
Untitled Universal Monsters Franchise Film (2018),TBD,n/a,n/a,Uni.,n/a,n/a,/movies/?id=monster2017.htm
Untitled Warner Animation Group Project (2017),TBD,n/a,n/a,WB,n/a,n/a,/movies/?id=warner2017.htm
Untitled Warner Animation Group Project (2018),TBD,n/a,n/a,WB,n/a,n/a,/movies/?id=warner2018.htm
Untitled WB Comedy,8/17/2018,n/a,n/a,WB,n/a,n/a,/movies/?id=untitledwbcomedy.htm
Untitled WB Event Film #2 (2018),12/25/2018,n/a,n/a,WB,n/a,n/a,/movies/?id=wbeventfilm2018b.htm
Untitled WB Event Film #2 (2020),8/7/2020,n/a,n/a,WB,n/a,n/a,/movies/?id=wbevent2020b.htm
Untitled WB Event Film #3 (2020),2/7/2020,n/a,n/a,WB,n/a,n/a,/movies/?id=wbevent2020c.htm
Untitled WB Event Film (2020),11/20/2020,n/a,n/a,WB,n/a,n/a,/movies/?id=wbevent2020.htm
Untitled WB Event Film I (2019),8/2/2019,n/a,n/a,WB,n/a,n/a,/movies/?id=wbeventfilm2019a.htm
Untitled WB Event Film II (2019),9/27/2019,n/a,n/a,WB,n/a,n/a,/movies/?id=wbevent2019b.htm
Untitled Zach Galifianakis/Bill Hader/Seth Rogen R-Rated Comedy,TBD,n/a,n/a,Uni.,n/a,n/a,/movies/?id=untitleduniversalcomedy.htm
Untold Scandal,10/13/2004,"$6,015",4,Kino,8,"$63,332",/movies/?id=untoldscandal.htm
The Untold Story of Emmett Louis Till,8/17/2005,"$8,230",1,Think,10,"$204,956",/movies/?id=untoldstoryofemmettlouistill.htm
